Borough,Contributing Factor 1,Contributing Factor 2,Cross Street Name,Hour of the Day,Date,Latitude,Location,Longitude,# Persons Injured,# Persons Killed,# Records,Street Name,Time,Vehicle Type 1,Vehicle Type 2,Zip Code
Unspecified,Unspecified,Unspecified,,20,9/7/2016,40.722343,"(40.722343, -73.77717)",-73.77717,0,0,1,,12/30/1899 8:10:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,,22,9/7/2016,,,,1,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,BICYCLE,11224
MANHATTAN,Unspecified,Unspecified,3 AVENUE,23,9/7/2016,,,,0,0,1,EAST 70 STREET,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,,10021
Unspecified,Driver Inattention/Distraction,Unspecified,HORACE HARDING EXPRESSWAY,2,9/7/2016,,,,0,0,1,164 STREET,12/30/1899 2:09:00 AM,TAXI,PASSENGER VEHICLE,
STATEN ISLAND,Pavement Slippery,,BENTON AVENUE,2,9/7/2016,,,,1,0,1,HYLAN BOULEVARD,12/30/1899 2:09:00 AM,SPORT UTILITY / STATION WAGON,,10305
BRONX,Unspecified,Unspecified,,8,9/7/2016,,,,1,0,1,,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,MOTORCYCLE,10467
QUEENS,Unspecified,Unspecified,BROADWAY,8,9/7/2016,,,,1,0,1,BAXTER AVENUE,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11373
QUEENS,Unspecified,Unspecified,,9,9/7/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11432
BRONX,Unspecified,Unspecified,VANNEST AVENUE,20,3/7/2017,40.844143,"(40.844143, -73.86381)",-73.86381,2,0,1,HOLLAND AVENUE,12/30/1899 8:45:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10462
MANHATTAN,Turning Improperly,Unspecified,,20,3/7/2017,40.864292,"(40.864292, -73.918564)",-73.918564,0,0,1,,12/30/1899 8:51:00 PM,PASSENGER VEHICLE,,10034
BROOKLYN,Driver Inattention/Distraction,Unspecified,BAY 8 STREET,21,3/7/2017,40.61185,"(40.61185, -74.010254)",-74.010254,0,0,1,86 STREET,12/30/1899 9:00:00 PM,PASSENGER VEHICLE,,11228
Unspecified,Passing or Lane Usage Improper,Passing or Lane Usage Improper,JAY STREET,21,3/7/2017,40.699955,"(40.699955, -73.98682)",-73.98682,0,0,1,SANDS STREET,12/30/1899 9:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
Unspecified,Unspecified,Unspecified,,21,3/7/2017,40.716343,"(40.716343, -73.761406)",-73.761406,0,0,1,,12/30/1899 9:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
MANHATTAN,Backing Unsafely,Unspecified,MURRAY STREET,21,3/7/2017,40.71491,"(40.71491, -74.01135)",-74.01135,0,0,1,GREENWICH STREET,12/30/1899 9:03:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10007
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,202 STREET,21,3/7/2017,40.704536,"(40.704536, -73.75472)",-73.75472,0,0,1,111 AVENUE,12/30/1899 9:20:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11412
MANHATTAN,Unsafe Lane Changing,Unspecified,PARK AVENUE,21,3/7/2017,40.748985,"(40.748985, -73.979965)",-73.979965,0,0,1,EAST 37 STREET,12/30/1899 9:25:00 PM,PICK-UP TRUCK,PICK-UP TRUCK,10016
BROOKLYN,Following Too Closely,Unspecified,,21,3/7/2017,40.71285,"(40.71285, -73.93457)",-73.93457,2,0,1,,12/30/1899 9:25:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11237
Unspecified,Passing or Lane Usage Improper,Unspecified,UNION STREET,21,3/7/2017,,,,0,0,1,GRAND ARMY PLAZA,12/30/1899 9:28:00 PM,TAXI,PASSENGER VEHICLE,
STATEN ISLAND,Unspecified,Unspecified,LITTLE CLOVE ROAD,9,9/7/2016,,,,0,0,1,RENWICK AVENUE,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10301
Unspecified,Unspecified,Unspecified,,9,9/7/2016,40.7385143,"(40.7385143, -73.8064906)",-73.8064906,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,9,9/7/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,,11,9/6/2016,,,,0,0,1,,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,OTHER,10452
BRONX,Unspecified,Unspecified,JACKSON AVENUE,11,9/6/2016,,,,0,0,1,EAST 138 STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,,10454
BROOKLYN,Unspecified,Unspecified,RUTLAND ROAD,21,3/7/2017,40.66283,"(40.66283, -73.92615)",-73.92615,0,0,1,EAST 94 STREET,12/30/1899 9:45:00 PM,PASSENGER VEHICLE,,11212
MANHATTAN,Driver Inattention/Distraction,Passing or Lane Usage Improper,,21,3/7/2017,40.731094,"(40.731094, -73.98278)",-73.98278,0,0,1,,12/30/1899 9:45:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10003
Unspecified,Unspecified,,,22,3/7/2017,40.850777,"(40.850777, -73.8562)",-73.8562,1,0,1,HONE AVENUE,12/30/1899 10:00:00 PM,PASSENGER VEHICLE,,
QUEENS,Traffic Control Disregarded,Unspecified,QUEENS BOULEVARD,22,3/7/2017,40.748924,"(40.748924, -73.937386)",-73.937386,0,0,1,JACKSON AVENUE,12/30/1899 10:15:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11101
Unspecified,Backing Unsafely,Unspecified,94 STREET,0,8/23/2015,,,,0,0,1,55 AVENUE,12/30/1899 12:30:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BROOKLYN,Failure to Yield Right-of-Way,,ATLANTIC AVENUE,22,3/7/2017,40.680016,"(40.680016, -73.87743)",-73.87743,1,0,1,LOGAN STREET,12/30/1899 10:24:00 PM,PASSENGER VEHICLE,,11208
QUEENS,Unspecified,,,22,3/7/2017,40.719055,"(40.719055, -73.76346)",-73.76346,0,0,1,,12/30/1899 10:30:00 PM,PASSENGER VEHICLE,,11423
Unspecified,Lost Consciousness,Unspecified,,18,2/8/2017,40.70648,"(40.70648, -73.95225)",-73.95225,1,0,1,BROADWAY,12/30/1899 6:55:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,,18,2/8/2017,40.64169,"(40.64169, -73.963356)",-73.963356,0,0,1,,12/30/1899 6:56:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11226
STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,19,2/8/2017,40.562904,"(40.562904, -74.191414)",-74.191414,0,0,1,,12/30/1899 7:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10312
QUEENS,Failure to Yield Right-of-Way,,PRINCE STREET,20,2/8/2017,40.764084,"(40.764084, -73.83336)",-73.83336,1,0,1,35 AVENUE,12/30/1899 8:00:00 PM,SPORT UTILITY / STATION WAGON,,11354
Unspecified,Driver Inattention/Distraction,Unspecified,ROCKLAND AVENUE,20,2/8/2017,40.5953,"(40.5953, -74.1619)",-74.1619,0,0,1,RICHMOND AVENUE,12/30/1899 8:25:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,GRAND CENTRAL PARKWAY,20,2/8/2017,40.771576,"(40.771576, -73.87616)",-73.87616,0,0,1,94 STREET,12/30/1899 8:30:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/6/2016,,,,0,0,1,BEDFORD AVENUE,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/6/2016,,,,0,0,1,BROOME STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
Unspecified,Unspecified,Unspecified,,11,9/6/2016,,,,0,0,1,FOSTER AVENUE,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/6/2016,40.5945547,"(40.5945547, -73.997568)",-73.997568,1,0,1,,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unspecified,Unspecified,,12,9/6/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10027
QUEENS,Unspecified,Unspecified,86 ROAD,12,9/6/2016,,,,0,0,1,89 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11421
Unspecified,Unspecified,Unspecified,,12,9/6/2016,,,,0,0,1,WASHINGTON STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,EAST 13 STREET,13,9/6/2016,,,,0,0,1,AVENUE P,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,,11229
BROOKLYN,Driver Inattention/Distraction,Unspecified,EAST 12 STREET,13,9/6/2016,,,,0,0,1,AVENUE X,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11235
MANHATTAN,Unspecified,,,13,9/6/2016,,,,0,0,1,,12/30/1899 1:09:00 PM,OTHER,,10013
MANHATTAN,Unspecified,Unspecified,DYER AVENUE,13,9/6/2016,,,,0,0,1,WEST 36 STREET,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10018
Unspecified,Unspecified,Unspecified,,13,9/6/2016,,,,0,0,1,AVENUE A,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,EAST 182 STREET,14,9/6/2016,,,,1,0,1,WEBSTER AVENUE,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),10457
QUEENS,Unspecified,Unspecified,43 AVENUE,14,9/6/2016,,,,1,0,1,166 STREET,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11358
Unspecified,Unspecified,Unspecified,,22,3/7/2017,40.708324,"(40.708324, -73.84314)",-73.84314,1,0,1,,12/30/1899 10:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Following Too Closely,Unspecified,,22,3/7/2017,40.678394,"(40.678394, -73.94692)",-73.94692,0,0,1,ATLANTIC AVENUE,12/30/1899 10:38:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,EAST 167 STREET,22,3/7/2017,40.82625,"(40.82625, -73.894844)",-73.894844,0,0,1,TIFFANY STREET,12/30/1899 10:40:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10459
BROOKLYN,Unspecified,Unspecified,EAST 100 STREET,22,3/7/2017,40.645164,"(40.645164, -73.898346)",-73.898346,0,0,1,FLATLANDS AVENUE,12/30/1899 10:40:00 PM,PASSENGER VEHICLE,,11236
MANHATTAN,Driver Inattention/Distraction,Unspecified,4 AVENUE,22,3/7/2017,40.730564,"(40.730564, -73.99052)",-73.99052,0,0,1,WANAMAKER PLACE,12/30/1899 10:45:00 PM,PASSENGER VEHICLE,TAXI,10003
Unspecified,Pavement Slippery,Unspecified,PELHAM PARKWAY SOUTH,22,3/7/2017,40.857235,"(40.857235, -73.852745)",-73.852745,0,0,1,TENBROECK AVENUE,12/30/1899 10:45:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,22,3/7/2017,40.68892,"(40.68892, -73.99915)",-73.99915,0,0,1,,12/30/1899 10:50:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unsafe Speed,Unspecified,,22,3/7/2017,40.69595,"(40.69595, -73.93764)",-73.93764,1,0,1,LEWIS AVENUE,12/30/1899 10:50:00 PM,TAXI,,
BRONX,Backing Unsafely,Unspecified,,22,3/7/2017,40.827908,"(40.827908, -73.90765)",-73.90765,0,0,1,,12/30/1899 10:59:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10456
BROOKLYN,Unspecified,,BERRIMAN STREET,23,3/7/2017,40.672985,"(40.672985, -73.87958)",-73.87958,0,0,1,BELMONT AVENUE,12/30/1899 11:00:00 PM,PASSENGER VEHICLE,,11208
QUEENS,Alcohol Involvement,Unspecified,102 STREET,23,3/7/2017,40.73498,"(40.73498, -73.85581)",-73.85581,0,0,1,62 ROAD,12/30/1899 11:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11374
QUEENS,Unspecified,,LEFFERTS BOULEVARD,23,3/7/2017,40.68795,"(40.68795, -73.82502)",-73.82502,0,0,1,103 AVENUE,12/30/1899 11:10:00 PM,SPORT UTILITY / STATION WAGON,,11419
BROOKLYN,Unspecified,Unspecified,HOWARD AVENUE,15,9/6/2016,,,,0,0,1,EASTERN PARKWAY,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11233
BROOKLYN,Unspecified,Unspecified,,16,9/6/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,11237
MANHATTAN,Unspecified,Unspecified,,16,9/6/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,10001
QUEENS,Unspecified,Unspecified,202 STREET,16,9/6/2016,,,,0,0,1,45 ROAD,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11361
MANHATTAN,Unspecified,Unspecified,BROADWAY,17,9/6/2016,,,,0,0,1,WEST 165 STREET,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,,10032
MANHATTAN,Unspecified,,AVENUE OF THE AMERICAS,17,9/6/2016,,,,0,0,1,WEST 46 STREET,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,,10036
QUEENS,Unspecified,Unspecified,UTOPIA PARKWAY,17,9/6/2016,,,,0,0,1,45 AVENUE,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11358
Unspecified,Unspecified,Unspecified,,17,9/6/2016,,,,0,0,1,BAYCHESTER AVENUE,12/30/1899 5:09:00 PM,OTHER,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,,17,9/6/2016,,,,1,0,1,,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11362
Unspecified,Unspecified,Unspecified,BRONX RIVER PARKWAY,17,9/6/2016,,,,1,0,1,MOSHOLU PARKWAY,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PICK-UP TRUCK,
BROOKLYN,Unspecified,Unspecified,,17,9/6/2016,,,,2,0,1,,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),11226
BROOKLYN,Unspecified,Unspecified,AVENUE J,19,9/6/2016,,,,0,0,1,EAST 17 STREET,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11230
MANHATTAN,Unspecified,Unspecified,EAST 39 STREET,19,9/6/2016,,,,0,0,1,LEXINGTON AVENUE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10016
MANHATTAN,Unspecified,Unspecified,2 AVENUE,19,9/6/2016,,,,0,0,1,EAST 44 STREET,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10017
QUEENS,Unspecified,Unspecified,36 STREET,19,9/6/2016,,,,0,0,1,NORTHERN BOULEVARD,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11101
Unspecified,Failure to Yield Right-of-Way,Unspecified,CYPRESS HILLS STREET,23,3/7/2017,40.703537,"(40.703537, -73.895546)",-73.895546,1,0,1,FRESH POND ROAD,12/30/1899 11:20:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
Unspecified,Turning Improperly,Unspecified,,23,3/7/2017,40.875484,"(40.875484, -73.8507)",-73.8507,3,0,1,BOSTON ROAD,12/30/1899 11:20:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Unsafe Speed,Unspecified,,23,3/7/2017,40.692497,"(40.692497, -73.87954)",-73.87954,0,0,1,,12/30/1899 11:30:00 PM,SPORT UTILITY / STATION WAGON,,
BRONX,Unspecified,,,23,3/7/2017,40.834538,"(40.834538, -73.85177)",-73.85177,0,0,1,,12/30/1899 11:45:00 PM,PASSENGER VEHICLE,,10462
Unspecified,Traffic Control Disregarded,Traffic Control Disregarded,,23,3/7/2017,40.695004,"(40.695004, -73.9525)",-73.9525,0,0,1,MYRTLE AVENUE,12/30/1899 11:55:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,BROOME STREET,2,3/7/2017,40.72106,"(40.72106, -73.99821)",-73.99821,0,0,1,LAFAYETTE STREET,12/30/1899 2:05:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,10013
Unspecified,Driver Inattention/Distraction,Driver Inattention/Distraction,,2,3/7/2017,40.843525,"(40.843525, -73.89667)",-73.89667,0,0,1,,12/30/1899 2:10:00 AM,,,
BRONX,Unspecified,,hall of fame terrace,2,3/7/2017,,,,0,0,1,sedgwick ave,12/30/1899 2:30:00 AM,SPORT UTILITY / STATION WAGON,,10453
QUEENS,Driver Inattention/Distraction,Unspecified,,2,3/7/2017,40.765625,"(40.765625, -73.805855)",-73.805855,0,0,1,,12/30/1899 2:40:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11358
QUEENS,Unspecified,Unspecified,,19,9/6/2016,,,,0,0,1,,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11436
Unspecified,Unspecified,Unspecified,CROSS ISLAND PARKWAY,19,9/6/2016,,,,0,0,1,HILLSIDE AVENUE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,EAST GUN HILL ROAD,19,9/6/2016,,,,0,0,1,HOLLAND AVENUE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,19,9/6/2016,40.6713415,"(40.6713415, -73.7363731)",-73.7363731,1,0,1,,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,BOSTON ROAD,1,9/6/2016,,,,0,0,1,ALLERTON AVENUE,12/30/1899 1:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10467
BROOKLYN,Unspecified,Unspecified,GREENPOINT AVENUE,1,9/6/2016,,,,0,0,1,MC GUINNESS BOULEVARD,12/30/1899 1:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11222
Unspecified,Unspecified,Unspecified,,20,9/6/2016,,,,0,0,1,CLOVERDALE BOULEVARD,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,,,20,9/6/2016,,,,1,0,1,,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,,
QUEENS,Driver Inattention/Distraction,Unspecified,50 STREET,3,3/7/2017,40.743454,"(40.743454, -73.91484)",-73.91484,0,0,1,ROOSEVELT AVENUE,12/30/1899 3:00:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11377
BROOKLYN,Driver Inattention/Distraction,Unspecified,,3,3/7/2017,40.593758,"(40.593758, -73.95034)",-73.95034,0,0,1,,12/30/1899 3:30:00 AM,SPORT UTILITY / STATION WAGON,,11229
QUEENS,Unspecified,,,3,3/7/2017,40.739304,"(40.739304, -73.78052)",-73.78052,0,0,1,,12/30/1899 3:30:00 AM,SPORT UTILITY / STATION WAGON,,11365
Unspecified,Unspecified,,,4,3/7/2017,40.735764,"(40.735764, -73.97491)",-73.97491,1,0,1,,12/30/1899 4:25:00 AM,PASSENGER VEHICLE,,
Unspecified,Driver Inattention/Distraction,,,5,3/7/2017,40.692936,"(40.692936, -73.87777)",-73.87777,0,0,1,,12/30/1899 5:00:00 AM,PASSENGER VEHICLE,,
Unspecified,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,5,3/7/2017,40.83045,"(40.83045, -73.8509)",-73.8509,0,0,1,,12/30/1899 5:20:00 AM,,,
Unspecified,Following Too Closely,Unspecified,,5,3/7/2017,40.697536,"(40.697536, -73.87106)",-73.87106,0,0,1,,12/30/1899 5:30:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
MANHATTAN,Turning Improperly,Unspecified,WEST 49 STREET,5,3/7/2017,40.764053,"(40.764053, -73.99225)",-73.99225,0,0,1,10 AVENUE,12/30/1899 5:55:00 AM,PASSENGER VEHICLE,PICK-UP TRUCK,10019
Unspecified,Following Too Closely,Unspecified,,5,3/7/2017,40.844975,"(40.844975, -73.91877)",-73.91877,4,0,1,,12/30/1899 5:55:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Fatigued/Drowsy,Unspecified,,14,8/23/2015,40.8291017,"(40.8291017, -73.8364849)",-73.8364849,0,0,1,,12/30/1899 2:30:00 PM,PASSENGER VEHICLE,VAN,
BROOKLYN,Unspecified,Unspecified,JEFFERSON AVENUE,21,9/6/2016,,,,0,0,1,STUYVESANT AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11221
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,21,9/6/2016,40.7361398,"(40.7361398, -73.9770144)",-73.9770144,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10010
BROOKLYN,Unspecified,Unspecified,,21,9/2/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,OTHER,OTHER,11235
MANHATTAN,Unspecified,Unspecified,,21,9/2/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10007
MANHATTAN,Unspecified,Unspecified,SPRING STREET,21,9/2/2016,,,,0,0,1,BOWERY,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10012
MANHATTAN,Unspecified,Unspecified,SPRING STREET,21,9/2/2016,,,,0,0,1,WEST STREET,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10014
MANHATTAN,Unspecified,Unspecified,WEST 42 STREET,21,9/2/2016,,,,0,0,1,12 AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10036
QUEENS,Following Too Closely,Unspecified,31 AVENUE,21,9/2/2016,40.7647257,"(40.7647257, -73.9242523)",-73.9242523,0,0,1,30 STREET,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,,11106
BROOKLYN,Passing or Lane Usage Improper,Unspecified,,6,3/7/2017,40.66544,"(40.66544, -73.8932)",-73.8932,0,0,1,,12/30/1899 6:00:00 AM,SPORT UTILITY / STATION WAGON,,11207
QUEENS,Unspecified,Unspecified,,6,3/7/2017,40.717297,"(40.717297, -73.91971)",-73.91971,0,0,1,,12/30/1899 6:00:00 AM,PICK-UP TRUCK,,11378
QUEENS,Failure to Yield Right-of-Way,Unspecified,NORTHERN BOULEVARD,6,3/7/2017,40.752728,"(40.752728, -73.92297)",-73.92297,0,0,1,41 STREET,12/30/1899 6:05:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11101
Unspecified,Unspecified,,,6,3/7/2017,40.726852,"(40.726852, -73.93413)",-73.93413,0,1,1,MEEKER AVENUE,12/30/1899 6:05:00 AM,SPORT UTILITY / STATION WAGON,,
QUEENS,Unspecified,,,6,3/7/2017,40.720623,"(40.720623, -73.89003)",-73.89003,0,0,1,,12/30/1899 6:10:00 AM,SPORT UTILITY / STATION WAGON,,11378
QUEENS,Failure to Yield Right-of-Way,,WOODHAVEN BOULEVARD,6,3/7/2017,40.684258,"(40.684258, -73.84604)",-73.84604,1,0,1,101 AVENUE,12/30/1899 6:10:00 AM,PASSENGER VEHICLE,,11416
QUEENS,,,,8,2/8/2017,40.71391,"(40.71391, -73.7875)",-73.7875,0,0,1,,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,,11432
Unspecified,Failure to Yield Right-of-Way,,113 AVENUE,8,2/8/2017,40.699596,"(40.699596, -73.7632)",-73.7632,1,0,1,FARMERS BOULEVARD,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,,
Unspecified,Backing Unsafely,Unspecified,,8,2/8/2017,40.862823,"(40.862823, -73.84633)",-73.84633,0,0,1,MACE AVENUE,12/30/1899 8:05:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Unspecified,Unspecified,MANOR ROAD,8,2/8/2017,40.599686,"(40.599686, -74.1223)",-74.1223,1,0,1,FANNING STREET,12/30/1899 8:08:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
QUEENS,Driver Inexperience,Driver Inattention/Distraction,28 STREET,8,2/8/2017,40.77079,"(40.77079, -73.92079)",-73.92079,0,0,1,ASTORIA BOULEVARD,12/30/1899 8:40:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11102
QUEENS,Passing or Lane Usage Improper,Unspecified,AVERY AVENUE,8,2/8/2017,40.752316,"(40.752316, -73.8324)",-73.8324,0,0,1,COLLEGE POINT BOULEVARD,12/30/1899 8:45:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11355
QUEENS,Unspecified,Unspecified,,22,9/6/2016,,,,1,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11358
BRONX,Unspecified,,,23,9/6/2016,,,,0,0,1,,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,,10465
QUEENS,Unspecified,Unspecified,111 AVENUE,23,9/6/2016,,,,0,0,1,134 STREET,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11420
QUEENS,Unspecified,Unspecified,WALDRON STREET,23,9/6/2016,,,,1,0,1,HORACE HARDING EXPRESSWAY,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11375
BROOKLYN,Unspecified,Unspecified,,2,9/6/2016,,,,0,0,1,,12/30/1899 2:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11235
Unspecified,Unspecified,Unspecified,,5,9/6/2016,,,,0,0,1,NOSTRAND AVENUE,12/30/1899 5:09:00 AM,PASSENGER VEHICLE,,
MANHATTAN,Unspecified,Unspecified,1 AVENUE,6,9/6/2016,,,,0,0,1,EAST 69 STREET,12/30/1899 6:09:00 AM,PASSENGER VEHICLE,,10021
MANHATTAN,Unspecified,Unspecified,EAST 91 STREET,7,9/6/2016,,,,0,0,1,PARK AVENUE,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10128
QUEENS,Unspecified,Unspecified,,7,9/6/2016,,,,0,0,1,,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11419
